Tipo_Prenda,Genero,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesion,Genero_Incluyente,Calidad
Otros,Caballero,Blanco,Formal,Marca D,520.2,43,12,49,Educación,HombreMujer,Mala
Camisa,Caballero,Blanco,Deportivo,Marca B,1903.46,41,38,55,Medicina,Hombre,Regular
Otros,Dama,Blanco,Deportivo,Marca B,1853.02,43,27,19,Artes,Hombre,Regular
Vestido,Caballero,Blanco,Formal,Marca C,1204.02,42,38,27,Educación,Mujer,Buena
Otros,Dama,Verde,Casual,Marca C,702.11,42,1,41,Educación,Mujer,Mala
Vestido,Dama,Verde,Deportivo,Marca C,1409.14,30,45,70,Medicina,Mujer,Mala
Vestido,Caballero,Blanco,Casual,Marca D,1566.85,38,44,60,Ingeniería,Mujer,Buena
Camisa,Caballero,Rojo,Deportivo,Marca C,1421.72,30,8,48,Artes,Hombre,Mala
Camisa,Caballero,Amarillo,Casual,Marca B,1138.77,41,28,19,Artes,Hombre,Mala
Falda,Caballero,Azul,Casual,Marca B,1325.84,45,48,43,Medicina,Mujer,Buena
Chaqueta,Dama,Blanco,Deportivo,Marca A,1357.16,36,21,36,Educación,Hombre,Regular
Pantalón,Dama,Verde,Deportivo,Marca A,1009.89,33,19,64,Educación,Hombre,Buena
Pantalón,Caballero,Verde,Deportivo,Marca B,1450.71,29,39,22,Educación,Hombre,Buena
Otros,Dama,Negro,Formal,Marca C,514.21,32,16,57,Educación,Hombre,Regular
Camisa,Caballero,Verde,Deportivo,Marca B,1442.43,34,21,57,Educación,HombreMujer,Mala
Falda,Dama,Amarillo,Casual,Marca A,1328.21,43,44,21,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Negro,Formal,Marca D,1661.04,40,13,57,Educación,Hombre,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca B,1824.64,34,35,52,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Dama,Verde,Formal,Marca D,1480.64,44,43,55,Ingeniería,Hombre,Mala
Otros,Caballero,Verde,Formal,Marca B,1162.57,29,42,18,Medicina,Hombre,Regular
Falda,Caballero,Negro,Formal,Marca A,1177.04,37,7,69,Medicina,HombreMujer,Buena
Pantalón,Dama,Negro,Deportivo,Marca D,1347.54,28,0,45,Educación,Hombre,Mala
Chaqueta,Caballero,Amarillo,Deportivo,Marca A,686.79,34,49,30,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca C,635.98,41,33,69,Educación,HombreMujer,Mala
Falda,Caballero,Rojo,Formal,Marca A,1258.25,46,18,68,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Caballero,Azul,Casual,Marca B,1659.71,44,8,59,Medicina,HombreMujer,Mala
Otros,Dama,Blanco,Formal,Marca A,1024.31,37,48,45,Artes,Hombre,Buena
Otros,Caballero,Rojo,Deportivo,Marca C,1436.95,41,19,52,Artes,HombreMujer,Buena
Pantalón,Dama,Negro,Formal,Marca D,836.81,42,5,26,Artes,HombreMujer,Buena
Chaqueta,Caballero,Negro,Formal,Marca A,635.42,35,34,33,Educación,Mujer,Buena
Falda,Caballero,Verde,Formal,Marca B,755.11,41,49,24,Artes,HombreMujer,Regular
Otros,Caballero,Blanco,Casual,Marca D,1013.98,29,11,44,Ingeniería,Mujer,Mala
Camisa,Dama,Amarillo,Formal,Marca A,602.67,34,34,55,Medicina,Mujer,Mala
Vestido,Caballero,Azul,Formal,Marca C,813.28,43,9,43,Artes,Hombre,Regular
Otros,Dama,Amarillo,Formal,Marca D,1260.51,36,41,33,Ciencias Sociales y Humanidades,HombreMujer,Regular
Pantalón,Dama,Amarillo,Casual,Marca D,1659.61,46,9,56,Educación,Hombre,Regular
Pantalón,Dama,Negro,Casual,Marca D,780.59,38,23,57,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Dama,Verde,Formal,Marca C,1488.49,36,26,31,Artes,HombreMujer,Buena
Chaqueta,Dama,Azul,Formal,Marca B,673.38,30,29,67,Medicina,Hombre,Mala
Camisa,Caballero,Rojo,Casual,Marca D,1325.29,36,1,41,Artes,HombreMujer,Mala
Vestido,Dama,Azul,Casual,Marca D,1792.23,31,43,26,Ingeniería,Mujer,Regular
Camisa,Dama,Verde,Formal,Marca B,610.47,33,20,70,Ingeniería,HombreMujer,Buena
Pantalón,Dama,Rojo,Casual,Marca D,1721.32,43,40,20,Educación,Hombre,Buena
Camisa,Dama,Negro,Casual,Marca D,1529.04,41,43,46,Educación,Mujer,Regular
Vestido,Dama,Rojo,Deportivo,Marca A,564.18,36,4,64,Ingeniería,Mujer,Regular
Falda,Caballero,Rojo,Deportivo,Marca D,1735.53,41,4,40,Ingeniería,HombreMujer,Regular
Otros,Caballero,Amarillo,Casual,Marca B,961.98,43,7,70,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Rojo,Deportivo,Marca B,1712.73,36,39,42,Medicina,Hombre,Regular
Camisa,Dama,Verde,Casual,Marca D,1154.45,43,28,22,Ingeniería,Hombre,Regular
Falda,Caballero,Rojo,Casual,Marca B,1462.32,43,36,45,Educación,Hombre,Mala
Chaqueta,Dama,Azul,Deportivo,Marca D,1622.89,34,44,51,Artes,Mujer,Mala
Pantalón,Caballero,Azul,Casual,Marca D,1701.88,28,19,40,Artes,Hombre,Buena
Otros,Caballero,Verde,Deportivo,Marca C,1247.99,31,7,59,Educación,Mujer,Regular
Otros,Caballero,Blanco,Casual,Marca D,609.83,43,10,53,Medicina,Mujer,Buena
Camisa,Dama,Blanco,Deportivo,Marca A,1010.46,45,35,44,Artes,HombreMujer,Regular
Pantalón,Caballero,Azul,Casual,Marca A,684.3,30,26,21,Medicina,Hombre,Regular
Falda,Caballero,Rojo,Formal,Marca C,1122.19,39,49,54,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Caballero,Amarillo,Casual,Marca A,883.95,33,38,49,Artes,Mujer,Regular
Pantalón,Dama,Amarillo,Casual,Marca B,1220.96,40,9,20,Artes,HombreMujer,Buena
Pantalón,Caballero,Amarillo,Deportivo,Marca B,1473.01,38,40,49,Ingeniería,Mujer,Regular
Otros,Dama,Blanco,Formal,Marca B,1737.54,45,12,56,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Rojo,Casual,Marca D,1312.66,35,24,62,Medicina,Mujer,Regular
Falda,Dama,Azul,Formal,Marca D,1555.33,37,1,31,Medicina,HombreMujer,Regular
Vestido,Dama,Rojo,Casual,Marca B,1348.18,32,0,23,Artes,Mujer,Buena
Falda,Dama,Blanco,Formal,Marca D,1256.46,28,31,37,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Blanco,Casual,Marca A,1521.57,46,27,26,Medicina,Mujer,Mala
Falda,Dama,Blanco,Casual,Marca B,963.94,46,8,31,Artes,Mujer,Buena
Pantalón,Dama,Verde,Formal,Marca A,1456.78,32,38,48,Medicina,HombreMujer,Mala
Vestido,Dama,Amarillo,Deportivo,Marca B,957.94,29,49,48,Ingeniería,Hombre,Buena
Vestido,Dama,Blanco,Formal,Marca D,1437.78,39,37,44,Ingeniería,HombreMujer,Mala
Vestido,Dama,Negro,Casual,Marca B,1229.83,29,2,36,Medicina,HombreMujer,Mala
Chaqueta,Dama,Blanco,Formal,Marca C,821.18,31,0,67,Medicina,HombreMujer,Buena
Chaqueta,Caballero,Negro,Formal,Marca A,1695.15,44,23,63,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Dama,Rojo,Casual,Marca B,864.71,28,19,43,Educación,HombreMujer,Regular
Pantalón,Caballero,Rojo,Formal,Marca A,1647.52,44,39,26,Ingeniería,Mujer,Regular
Falda,Dama,Azul,Formal,Marca B,1960.7,37,45,35,Ingeniería,HombreMujer,Buena
Vestido,Caballero,Amarillo,Casual,Marca A,1623.91,39,7,30,Educación,Hombre,Regular
Falda,Caballero,Azul,Deportivo,Marca D,1253.52,38,40,40,Artes,Hombre,Buena
Chaqueta,Caballero,Verde,Casual,Marca A,556.69,35,47,62,Artes,Mujer,Buena
Falda,Dama,Verde,Casual,Marca D,546.59,32,9,58,Educación,HombreMujer,Mala
Camisa,Dama,Azul,Deportivo,Marca B,616.79,46,38,22,Artes,HombreMujer,Buena
Pantalón,Caballero,Amarillo,Formal,Marca D,1632.82,31,15,22,Artes,HombreMujer,Regular
Falda,Caballero,Negro,Casual,Marca D,1040.77,45,19,30,Artes,Mujer,Regular
Falda,Dama,Rojo,Casual,Marca A,661.96,42,7,37,Medicina,Mujer,Mala
Falda,Caballero,Rojo,Casual,Marca D,1818.03,45,43,43,Artes,Hombre,Regular
Otros,Caballero,Verde,Casual,Marca D,658.53,35,8,45,Ingeniería,Mujer,Buena
Otros,Caballero,Amarillo,Deportivo,Marca B,819.08,31,13,25,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Dama,Negro,Casual,Marca C,1561.71,30,2,61,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Dama,Negro,Casual,Marca C,1291.99,33,16,66,Artes,Hombre,Mala
Pantalón,Dama,Rojo,Deportivo,Marca C,1035.69,41,5,57,Ingeniería,Hombre,Mala
Camisa,Caballero,Blanco,Formal,Marca C,1419.47,46,38,20,Artes,Mujer,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca D,1812.35,38,1,49,Medicina,Hombre,Mala
Chaqueta,Caballero,Blanco,Formal,Marca B,887.07,29,11,41,Ingeniería,HombreMujer,Regular
Vestido,Caballero,Amarillo,Formal,Marca B,1361.43,33,45,62,Artes,HombreMujer,Regular
Camisa,Caballero,Rojo,Formal,Marca B,950.83,36,34,68,Educación,Hombre,Mala
Otros,Dama,Verde,Deportivo,Marca A,1951.23,30,36,36,Ingeniería,Mujer,Buena
Falda,Dama,Amarillo,Deportivo,Marca B,1119.0,41,2,18,Ciencias Sociales y Humanidades,HombreMujer,Buena
Falda,Dama,Rojo,Casual,Marca B,1993.76,35,47,64,Medicina,HombreMujer,Mala
Otros,Caballero,Verde,Deportivo,Marca A,1176.99,33,26,39,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Caballero,Azul,Formal,Marca B,1724.32,36,39,55,Medicina,Mujer,Buena
Falda,Dama,Blanco,Deportivo,Marca A,1730.95,37,42,29,Educación,Hombre,Buena
Falda,Dama,Verde,Deportivo,Marca B,816.48,36,11,39,Medicina,Mujer,Mala
Pantalón,Dama,Blanco,Deportivo,Marca D,693.71,32,48,18,Artes,Hombre,Mala
Chaqueta,Caballero,Verde,Casual,Marca D,1778.52,30,12,69,Medicina,HombreMujer,Buena
Falda,Dama,Rojo,Deportivo,Marca D,692.52,33,37,44,Ciencias Sociales y Humanidades,Hombre,Buena
Otros,Dama,Amarillo,Formal,Marca C,538.9,45,12,48,Medicina,HombreMujer,Buena
Vestido,Dama,Blanco,Formal,Marca B,1630.62,35,12,44,Ingeniería,Mujer,Mala
Falda,Caballero,Rojo,Deportivo,Marca B,1047.16,41,35,30,Medicina,Hombre,Mala
Otros,Caballero,Blanco,Deportivo,Marca A,1257.0,43,33,31,Ingeniería,Mujer,Buena
Vestido,Dama,Amarillo,Casual,Marca A,1738.48,30,38,68,Educación,Hombre,Mala
Vestido,Dama,Verde,Formal,Marca C,863.01,32,3,37,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Caballero,Azul,Deportivo,Marca D,890.63,29,10,61,Ingeniería,Mujer,Mala
Chaqueta,Dama,Azul,Formal,Marca D,1513.75,35,6,32,Artes,Mujer,Regular
Camisa,Dama,Negro,Formal,Marca A,880.31,46,36,64,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Blanco,Formal,Marca A,1521.69,36,3,47,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Negro,Casual,Marca B,1285.37,29,26,42,Medicina,HombreMujer,Mala
Otros,Dama,Azul,Deportivo,Marca B,1913.96,29,41,20,Medicina,Hombre,Regular
Camisa,Caballero,Verde,Formal,Marca C,603.77,31,33,57,Educación,Mujer,Regular
Pantalón,Dama,Verde,Formal,Marca A,1053.63,33,40,23,Ingeniería,Hombre,Mala
Vestido,Caballero,Azul,Deportivo,Marca B,1666.95,45,21,18,Ingeniería,Hombre,Mala
Otros,Dama,Rojo,Casual,Marca B,1584.52,45,36,20,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Dama,Verde,Deportivo,Marca D,1669.42,33,23,61,Educación,Hombre,Buena
Vestido,Dama,Amarillo,Deportivo,Marca A,952.69,46,30,56,Ingeniería,Hombre,Buena
Falda,Dama,Verde,Casual,Marca B,1044.52,43,9,41,Artes,Mujer,Buena
Camisa,Caballero,Verde,Formal,Marca A,1456.78,32,24,21,Artes,Mujer,Buena
Falda,Dama,Blanco,Casual,Marca A,704.06,44,37,47,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Caballero,Amarillo,Formal,Marca B,559.38,44,13,47,Artes,HombreMujer,Regular
Pantalón,Dama,Amarillo,Formal,Marca C,1606.07,44,9,40,Artes,Hombre,Buena
Camisa,Dama,Verde,Formal,Marca C,1862.79,30,4,29,Artes,Mujer,Buena
Falda,Caballero,Rojo,Formal,Marca C,1334.79,46,5,24,Educación,Hombre,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca A,1389.64,39,37,65,Educación,Hombre,Regular
Vestido,Caballero,Blanco,Casual,Marca B,1338.56,30,46,39,Medicina,Hombre,Buena
Vestido,Caballero,Rojo,Deportivo,Marca B,1580.73,39,30,67,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Caballero,Negro,Formal,Marca D,703.89,46,36,51,Medicina,Hombre,Buena
Vestido,Caballero,Blanco,Casual,Marca B,1169.19,44,11,21,Medicina,HombreMujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca B,1125.24,45,7,21,Educación,HombreMujer,Buena
Falda,Dama,Blanco,Formal,Marca D,1147.14,35,41,50,Ingeniería,Hombre,Regular
Otros,Dama,Negro,Casual,Marca A,1188.32,42,28,51,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Verde,Casual,Marca A,1447.0,38,0,67,Artes,Hombre,Mala
Vestido,Caballero,Blanco,Formal,Marca B,795.42,29,1,27,Artes,Mujer,Buena
Otros,Caballero,Verde,Formal,Marca B,1420.48,44,32,48,Ingeniería,Hombre,Regular
Camisa,Caballero,Rojo,Casual,Marca B,1252.46,35,9,53,Artes,HombreMujer,Regular
Chaqueta,Dama,Rojo,Formal,Marca A,1725.73,42,5,34,Medicina,HombreMujer,Regular
Vestido,Dama,Verde,Formal,Marca B,1540.03,33,45,50,Ingeniería,Mujer,Regular
Vestido,Caballero,Negro,Deportivo,Marca A,1085.63,44,14,48,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Verde,Formal,Marca A,1355.41,30,1,32,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Dama,Negro,Deportivo,Marca D,1644.4,28,35,35,Educación,Mujer,Buena
Camisa,Caballero,Rojo,Deportivo,Marca B,1689.05,28,36,45,Educación,HombreMujer,Regular
Camisa,Caballero,Negro,Casual,Marca B,891.72,34,39,54,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Caballero,Azul,Casual,Marca C,1900.42,39,10,24,Educación,HombreMujer,Buena
Vestido,Caballero,Negro,Formal,Marca B,1786.75,35,45,32,Educación,HombreMujer,Mala
Falda,Caballero,Azul,Deportivo,Marca B,1605.75,37,3,39,Medicina,Mujer,Regular
Otros,Caballero,Rojo,Formal,Marca A,823.07,38,47,64,Artes,Mujer,Buena
Falda,Dama,Verde,Deportivo,Marca A,1990.49,44,37,19,Educación,HombreMujer,Regular
Pantalón,Dama,Amarillo,Casual,Marca D,588.56,37,13,49,Medicina,HombreMujer,Mala
Vestido,Dama,Rojo,Deportivo,Marca A,1652.0,34,29,26,Artes,HombreMujer,Buena
Otros,Dama,Amarillo,Formal,Marca C,545.24,44,29,25,Medicina,Mujer,Regular
Falda,Caballero,Azul,Formal,Marca D,1629.77,44,3,53,Artes,Mujer,Mala
Falda,Dama,Rojo,Formal,Marca C,1560.78,28,44,55,Medicina,HombreMujer,Mala
Camisa,Dama,Blanco,Casual,Marca C,1991.48,39,6,21,Ingeniería,HombreMujer,Mala
Otros,Caballero,Verde,Deportivo,Marca D,865.45,39,35,29,Educación,HombreMujer,Mala
Otros,Dama,Negro,Casual,Marca C,1523.16,31,41,60,Ciencias Sociales y Humanidades,HombreMujer,Buena
Falda,Dama,Azul,Deportivo,Marca D,919.24,34,24,39,Educación,HombreMujer,Regular
Falda,Dama,Negro,Formal,Marca A,1261.8,31,10,28,Educación,Mujer,Regular
Otros,Caballero,Azul,Formal,Marca A,897.86,29,36,67,Ingeniería,HombreMujer,Regular
Chaqueta,Caballero,Negro,Casual,Marca B,1587.72,40,14,40,Artes,Mujer,Mala
Falda,Caballero,Amarillo,Deportivo,Marca D,573.88,28,24,52,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca A,1132.73,40,26,38,Ingeniería,Hombre,Regular
Chaqueta,Dama,Blanco,Deportivo,Marca B,1839.73,34,6,23,Educación,HombreMujer,Mala
Otros,Dama,Verde,Formal,Marca D,1559.76,38,22,69,Medicina,Hombre,Mala
Falda,Dama,Negro,Deportivo,Marca A,1407.7,40,19,45,Medicina,HombreMujer,Regular
Vestido,Caballero,Blanco,Formal,Marca D,838.3,43,1,26,Educación,Hombre,Mala
Otros,Dama,Rojo,Deportivo,Marca A,1267.24,38,3,18,Artes,Mujer,Mala
Otros,Dama,Blanco,Deportivo,Marca A,560.74,40,41,62,Medicina,Mujer,Regular
Vestido,Caballero,Azul,Deportivo,Marca A,986.55,43,13,50,Educación,Hombre,Regular
Falda,Caballero,Negro,Formal,Marca B,1865.74,38,14,36,Ciencias Sociales y Humanidades,Mujer,Mala
Otros,Caballero,Azul,Formal,Marca A,1112.94,32,35,20,Ingeniería,HombreMujer,Mala
Falda,Dama,Rojo,Formal,Marca D,734.78,35,14,21,Artes,Hombre,Mala
Falda,Caballero,Negro,Formal,Marca D,703.45,37,49,50,Ingeniería,Hombre,Mala
Chaqueta,Dama,Negro,Casual,Marca C,702.17,30,35,22,Ingeniería,Mujer,Mala
Otros,Dama,Rojo,Formal,Marca B,746.32,33,39,50,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Caballero,Negro,Deportivo,Marca B,1537.77,33,5,68,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Amarillo,Formal,Marca D,1981.04,38,47,34,Ingeniería,Hombre,Regular
Vestido,Caballero,Amarillo,Deportivo,Marca D,1860.09,38,46,41,Ingeniería,Hombre,Buena
Pantalón,Caballero,Azul,Formal,Marca B,1903.57,31,15,43,Artes,Hombre,Buena
Chaqueta,Dama,Azul,Deportivo,Marca B,1710.72,43,13,29,Artes,Hombre,Mala
Vestido,Caballero,Negro,Deportivo,Marca B,1924.05,39,40,35,Artes,Hombre,Regular
Otros,Dama,Verde,Formal,Marca A,1825.24,29,25,25,Medicina,Hombre,Regular
Falda,Caballero,Amarillo,Deportivo,Marca B,1122.12,46,8,39,Educación,Hombre,Regular
Pantalón,Dama,Rojo,Deportivo,Marca A,1183.56,34,9,27,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Azul,Casual,Marca C,1763.17,44,27,62,Ingeniería,Hombre,Regular
Vestido,Dama,Blanco,Deportivo,Marca D,1940.83,35,50,70,Educación,Mujer,Mala
Falda,Caballero,Rojo,Deportivo,Marca D,1123.53,41,35,69,Medicina,Hombre,Mala
Falda,Dama,Amarillo,Casual,Marca A,1730.14,41,7,62,Educación,HombreMujer,Mala
Camisa,Dama,Amarillo,Formal,Marca B,857.54,38,5,22,Artes,HombreMujer,Regular
Chaqueta,Dama,Rojo,Formal,Marca C,906.67,29,27,40,Medicina,HombreMujer,Mala
Chaqueta,Dama,Blanco,Deportivo,Marca D,1069.1,43,44,49,Ingeniería,Mujer,Mala
Chaqueta,Caballero,Negro,Casual,Marca B,1813.65,33,9,54,Artes,Hombre,Mala
Otros,Dama,Amarillo,Deportivo,Marca A,692.41,30,3,61,Medicina,HombreMujer,Regular
Chaqueta,Dama,Amarillo,Casual,Marca A,959.98,39,5,42,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Negro,Casual,Marca D,704.11,40,34,29,Educación,Mujer,Regular
Falda,Caballero,Verde,Formal,Marca B,1812.99,41,25,64,Artes,Mujer,Regular
Otros,Dama,Negro,Casual,Marca A,1279.78,29,13,47,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Dama,Negro,Deportivo,Marca C,1965.57,41,28,45,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Dama,Blanco,Deportivo,Marca B,1313.32,36,7,62,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Dama,Amarillo,Formal,Marca B,1468.63,41,19,70,Ciencias Sociales y Humanidades,Hombre,Mala
Vestido,Dama,Rojo,Casual,Marca A,1732.43,39,44,39,Educación,Hombre,Buena
Camisa,Dama,Blanco,Deportivo,Marca D,1307.79,36,21,43,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Caballero,Azul,Casual,Marca B,1189.68,35,38,57,Artes,HombreMujer,Mala
Vestido,Caballero,Negro,Casual,Marca C,1473.93,36,29,24,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Dama,Rojo,Casual,Marca A,1834.65,31,50,61,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Caballero,Verde,Casual,Marca C,1649.74,30,42,23,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Azul,Formal,Marca D,622.14,29,7,46,Educación,HombreMujer,Mala
Pantalón,Caballero,Verde,Formal,Marca C,715.94,28,44,68,Ingeniería,HombreMujer,Buena
Chaqueta,Caballero,Azul,Casual,Marca C,554.91,38,50,55,Ingeniería,HombreMujer,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca B,846.65,36,15,67,Medicina,Mujer,Mala
Otros,Dama,Amarillo,Casual,Marca B,1878.27,28,14,27,Educación,Hombre,Mala
Otros,Dama,Verde,Deportivo,Marca C,600.45,32,48,53,Medicina,HombreMujer,Buena
Otros,Caballero,Rojo,Formal,Marca B,1525.53,34,25,51,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Amarillo,Deportivo,Marca B,627.21,30,7,22,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Caballero,Negro,Formal,Marca C,1748.54,36,40,53,Artes,HombreMujer,Buena
Vestido,Dama,Blanco,Casual,Marca A,1134.73,36,1,18,Educación,Hombre,Regular
Vestido,Dama,Negro,Deportivo,Marca A,1146.35,37,26,47,Artes,Hombre,Buena
Otros,Dama,Azul,Casual,Marca D,700.49,31,13,67,Medicina,HombreMujer,Regular
Vestido,Dama,Azul,Deportivo,Marca B,523.44,35,35,53,Educación,Mujer,Regular
Pantalón,Caballero,Blanco,Casual,Marca D,1076.97,44,14,28,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Caballero,Verde,Deportivo,Marca B,931.13,29,40,23,Educación,HombreMujer,Mala
Chaqueta,Dama,Blanco,Formal,Marca C,1388.35,29,41,47,Medicina,Hombre,Buena
Pantalón,Dama,Azul,Formal,Marca B,1702.68,29,43,26,Ingeniería,Mujer,Regular
Chaqueta,Dama,Negro,Formal,Marca A,920.19,44,30,22,Medicina,HombreMujer,Regular
Otros,Dama,Negro,Casual,Marca B,1286.91,32,6,47,Medicina,Mujer,Regular
Falda,Dama,Verde,Deportivo,Marca D,970.2,45,4,33,Ingeniería,Hombre,Buena
Chaqueta,Dama,Azul,Casual,Marca D,1156.02,35,30,30,Artes,Hombre,Mala
Vestido,Dama,Negro,Casual,Marca C,1754.94,34,3,21,Educación,Hombre,Regular
Falda,Caballero,Rojo,Formal,Marca D,1727.64,39,50,35,Medicina,Hombre,Mala
Falda,Dama,Amarillo,Casual,Marca A,600.47,41,40,69,Ingeniería,Hombre,Buena
Otros,Caballero,Amarillo,Deportivo,Marca B,1504.32,35,26,62,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Caballero,Amarillo,Formal,Marca D,717.35,31,35,49,Ingeniería,Hombre,Buena
Vestido,Dama,Rojo,Casual,Marca C,1200.24,44,48,50,Medicina,HombreMujer,Mala
Falda,Caballero,Blanco,Casual,Marca A,1905.71,38,46,44,Ingeniería,HombreMujer,Buena
Otros,Caballero,Rojo,Formal,Marca C,781.27,28,35,18,Educación,HombreMujer,Regular
Otros,Caballero,Amarillo,Formal,Marca C,582.27,29,31,62,Artes,HombreMujer,Mala
Pantalón,Caballero,Negro,Formal,Marca A,974.69,33,5,36,Ingeniería,HombreMujer,Buena
Falda,Dama,Blanco,Casual,Marca C,1035.32,38,41,20,Ingeniería,Hombre,Mala
Otros,Caballero,Negro,Deportivo,Marca D,1647.93,29,16,39,Ingeniería,HombreMujer,Buena
Camisa,Caballero,Rojo,Deportivo,Marca D,1519.32,30,11,29,Medicina,Hombre,Mala
Falda,Dama,Negro,Formal,Marca B,1142.35,38,15,42,Educación,Mujer,Buena
Pantalón,Dama,Azul,Casual,Marca D,597.47,35,15,22,Educación,Hombre,Regular
Camisa,Dama,Verde,Formal,Marca A,846.66,35,28,21,Educación,Hombre,Buena
Camisa,Dama,Rojo,Deportivo,Marca B,1918.69,32,50,49,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Verde,Deportivo,Marca D,1728.09,38,27,49,Medicina,HombreMujer,Regular
Falda,Caballero,Blanco,Casual,Marca D,1262.89,42,25,53,Medicina,Hombre,Buena
Otros,Caballero,Amarillo,Casual,Marca A,1943.22,31,16,62,Educación,Hombre,Buena
Vestido,Dama,Blanco,Deportivo,Marca B,1023.26,35,45,69,Ingeniería,HombreMujer,Buena
Otros,Caballero,Blanco,Formal,Marca D,949.42,38,29,56,Medicina,Hombre,Regular
Otros,Dama,Amarillo,Formal,Marca D,1044.2,28,5,51,Medicina,Mujer,Regular
Otros,Caballero,Verde,Deportivo,Marca D,1650.58,31,5,68,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Dama,Amarillo,Formal,Marca D,1535.62,46,6,51,Artes,Hombre,Mala
Falda,Dama,Amarillo,Deportivo,Marca D,1217.95,38,30,36,Medicina,HombreMujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca D,1498.39,31,42,21,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Negro,Formal,Marca A,760.18,28,15,26,Medicina,Hombre,Mala
Falda,Caballero,Azul,Formal,Marca C,1305.05,43,50,45,Educación,HombreMujer,Mala
Otros,Caballero,Negro,Deportivo,Marca C,1369.7,34,34,34,Artes,Hombre,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca C,1800.99,41,10,68,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Dama,Amarillo,Formal,Marca A,875.73,45,10,18,Medicina,Mujer,Mala
Vestido,Caballero,Rojo,Casual,Marca A,703.21,34,17,61,Artes,Hombre,Regular
Otros,Dama,Amarillo,Casual,Marca C,1053.63,33,0,29,Artes,Hombre,Buena
Chaqueta,Dama,Blanco,Deportivo,Marca A,1596.06,43,46,56,Medicina,HombreMujer,Buena
Pantalón,Caballero,Verde,Deportivo,Marca A,1202.21,37,12,51,Artes,HombreMujer,Buena
Falda,Dama,Negro,Casual,Marca D,1942.91,36,32,69,Educación,HombreMujer,Regular
Falda,Caballero,Rojo,Deportivo,Marca B,1818.45,32,45,44,Artes,Hombre,Regular
Camisa,Caballero,Negro,Formal,Marca A,1623.76,37,4,22,Ingeniería,Hombre,Buena
